L -1213.1847, 730.8885, -160.9978,  -1213.1847, 730.8885, -160.9978,  100, 100, 100
L -1213.1083, 735.3586, -160.9978,  -1213.1937, 730.3591, -160.9978,  100, 100, 100
L -1209.3232, 735.6651, -160.9978,  -1213.1083, 735.3586, -160.9978,  100, 100, 100
L -1208.9452, 757.4098, -160.9978,  -1209.3232, 735.6651, -160.9978,  100, 100, 100
L -1213.1083, 757.1422, -160.9978,  -1208.9452, 757.4098, -160.9978,  100, 100, 100
L -1213.1355, 761.4660, -160.9978,  -1213.1083, 757.1422, -160.9978,  100, 100, 100
L -1244.8759, 761.4202, -160.9978,  -1213.1355, 761.4660, -160.9978,  100, 100, 100
L -1244.8914, 757.1422, -160.9978,  -1244.8759, 761.4202, -160.9978,  100, 100, 100
L -1249.7480, 756.5769, -160.9978,  -1244.8914, 757.1422, -160.9978,  100, 100, 100
L -1249.3623, 735.5334, -160.9978,  -1249.7480, 756.5769, -160.9978,  100, 100, 100
L -1244.8912, 735.4456, -160.9976,  -1249.3623, 735.5334, -160.9978,  100, 100, 100
L -1213.1937, 730.3591, -160.9978,  -1244.8351, 730.3596, -160.9978,  100, 100, 100
L -522.4365, 399.5625, -93.3739,  -522.4374, 368.4375, -93.3739,  64, 64, 64
L -904.3749, -30.8950, 386.6292,  -904.9052, -12.8450, 386.6259,  64, 64, 64
L -911.2884, -31.6600, 386.6259,  -904.3749, -30.8950, 386.6292,  64, 64, 64
L -911.3192, -41.8370, 386.6259,  -911.2884, -31.6600, 386.6259,  64, 64, 64
L -904.3749, -41.1278, 386.6259,  -911.3192, -41.8370, 386.6259,  64, 64, 64
L -904.3749, -47.8444, 386.6259,  -904.3749, -41.1278, 386.6259,  64, 64, 64
L -920.1548, -63.6250, 386.6259,  -904.3749, -47.8444, 386.6259,  64, 64, 64
L -926.6761, -63.6250, 386.6259,  -920.1548, -63.6250, 386.6259,  64, 64, 64
L -926.7468, -56.5917, 386.6259,  -926.6761, -63.6250, 386.6259,  64, 64, 64
L -937.9410, -56.5880, 386.6259,  -926.7468, -56.5917, 386.6259,  64, 64, 64
L -937.1058, -63.6250, 386.6259,  -937.9410, -56.5880, 386.6259,  64, 64, 64
L -998.7667, -63.6250, 386.6259,  -937.1058, -63.6250, 386.6259,  64, 64, 64
L -998.7480, -56.6833, 386.6259,  -998.7667, -63.6250, 386.6259,  64, 64, 64
L -1009.9510, -56.6276, 386.6259,  -998.7480, -56.6833, 386.6259,  64, 64, 64
L -1009.1041, -63.6250, 386.6293,  -1009.9510, -56.6276, 386.6259,  64, 64, 64
L -1015.8446, -63.6250, 386.6259,  -1009.1041, -63.6250, 386.6293,  64, 64, 64
L -1031.6250, -47.8447, 386.6259,  -1015.8446, -63.6250, 386.6259,  64, 64, 64
L -1031.6249, -41.1047, 386.6290,  -1031.6250, -47.8447, 386.6259,  64, 64, 64
L -1024.5615, -40.9808, 386.6259,  -1031.6249, -41.1047, 386.6290,  64, 64, 64
L -1024.5778, -30.8719, 386.6259,  -1024.5615, -40.9808, 386.6259,  64, 64, 64
L -1031.6250, -30.8933, 386.6259,  -1024.5778, -30.8719, 386.6259,  64, 64, 64
L -1031.6250, 30.8945, 386.6272,  -1031.6250, -30.8933, 386.6259,  64, 64, 64
L -1024.7968, 30.8915, 386.6259,  -1031.6250, 30.8945, 386.6272,  64, 64, 64
L -1024.7970, 30.9693, 386.6259,  -1024.7968, 30.8915, 386.6259,  64, 64, 64
L -1024.7559, 41.1486, 386.6259,  -1024.7970, 30.9693, 386.6259,  64, 64, 64
L -1031.6250, 41.1062, 386.6259,  -1024.7559, 41.1486, 386.6259,  64, 64, 64
L -1031.6250, 47.8447, 386.6259,  -1031.6250, 41.1062, 386.6259,  64, 64, 64
L -1015.8446, 63.6250, 386.6259,  -1031.6250, 47.8447, 386.6259,  64, 64, 64
L -1009.1058, 63.6250, 386.6259,  -1015.8446, 63.6250, 386.6259,  64, 64, 64
L -1009.1403, 56.7605, 386.6259,  -1009.1058, 63.6250, 386.6259,  64, 64, 64
L -998.8957, 56.7342, 386.6259,  -1009.1403, 56.7605, 386.6259,  64, 64, 64
L -998.8935, 63.6250, 386.6259,  -998.8957, 56.7342, 386.6259,  64, 64, 64
L -937.1053, 63.6250, 386.6274,  -998.8935, 63.6250, 386.6259,  64, 64, 64
L -937.9248, 56.8096, 386.6259,  -937.1053, 63.6250, 386.6274,  64, 64, 64
L -926.8246, 56.8344, 386.6259,  -937.9248, 56.8096, 386.6259,  64, 64, 64
L -926.8935, 63.6253, 386.6259,  -926.8246, 56.8344, 386.6259,  64, 64, 64
L -920.1553, 63.6250, 386.6259,  -926.8935, 63.6253, 386.6259,  64, 64, 64
L -904.3749, 47.8444, 386.6259,  -920.1553, 63.6250, 386.6259,  64, 64, 64
L -904.3749, 41.1657, 386.6259,  -904.3749, 47.8444, 386.6259,  64, 64, 64
L -910.7173, 41.3140, 386.6259,  -904.3749, 41.1657, 386.6259,  64, 64, 64
L -911.3082, 41.8370, 386.6259,  -910.7173, 41.3140, 386.6259,  64, 64, 64
L -911.3093, 40.8342, 386.6259,  -911.3082, 41.8370, 386.6259,  64, 64, 64
L -911.2327, 31.3790, 386.6259,  -911.3093, 40.8342, 386.6259,  64, 64, 64
L -910.7762, 30.7435, 386.6259,  -911.2327, 31.3790, 386.6259,  64, 64, 64
L -904.3740, 30.8942, 386.6268,  -910.7762, 30.7435, 386.6259,  64, 64, 64
L -904.3749, 12.9779, 386.6259,  -904.3740, 30.8942, 386.6268,  64, 64, 64
L -928.1526, 12.2500, 386.6259,  -904.3749, 12.9779, 386.6259,  64, 64, 64
L -928.1625, -12.5297, 386.6259,  -928.1526, 12.2500, 386.6259,  64, 64, 64
L -904.9052, -12.8450, 386.6259,  -928.1625, -12.5297, 386.6259,  64, 64, 64
L -1098.2472, 106.2818, 94.6260,  -911.6250, 106.3750, 92.6260,  64, 64, 64
L -1098.3722, 106.4170, 94.6260,  -1098.2472, 106.2818, 94.6260,  64, 64, 64
L -1098.3719, -106.4728, 94.6260,  -1098.3722, 106.4170, 94.6260,  64, 64, 64
L -1098.1050, -106.3598, 94.6260,  -1098.3719, -106.4728, 94.6260,  64, 64, 64
L -914.7010, -106.3750, 94.6260,  -1098.1050, -106.3598, 94.6260,  64, 64, 64
L -885.6250, -127.6250, 66.6260,  -885.6250, -106.3750, 66.6260,  64, 64, 64
L -887.6249, -106.3750, 68.6260,  -887.6249, -127.6250, 68.6260,  64, 64, 64
L -889.6249, -127.6252, 70.6260,  -889.6249, -106.3743, 70.6260,  64, 64, 64
L -891.6250, -106.3750, 72.6260,  -891.6250, -127.6250, 72.6260,  64, 64, 64
L -893.6250, -127.6250, 74.6260,  -893.6250, -106.3750, 74.6260,  64, 64, 64
L -895.6250, -106.3747, 76.6260,  -895.6250, -127.6250, 76.6260,  64, 64, 64
L -897.6250, -127.6250, 78.6260,  -897.6250, -106.3750, 78.6260,  64, 64, 64
L -899.6250, -106.3747, 80.6260,  -899.6250, -127.6250, 80.6260,  64, 64, 64
L -901.6250, -127.6250, 82.6260,  -901.6250, -106.3750, 82.6260,  64, 64, 64
L -903.6250, -106.3747, 84.6260,  -903.6250, -127.6250, 84.6260,  64, 64, 64
L -905.6250, -127.6250, 86.6260,  -905.6250, -106.3750, 86.6260,  64, 64, 64
L -907.6250, -106.3747, 88.6260,  -907.6250, -127.6250, 88.6260,  64, 64, 64
L -909.6250, -127.6250, 90.6260,  -909.6250, -106.3750, 90.6260,  64, 64, 64
L -911.6250, -106.3750, 92.6260,  -911.6250, -127.6250, 92.6260,  64, 64, 64
L -915.3405, -106.3750, 94.6260,  -883.6250, -106.3747, 64.6260,  64, 64, 64
L -911.6250, -127.6250, 92.6260,  -883.6250, -127.6250, 64.6260,  64, 64, 64
L -959.6384, -127.6250, 94.6260,  -911.6250, -127.6250, 92.6260,  64, 64, 64
L -959.6810, -121.6691, 94.6260,  -959.6384, -127.6250, 94.6260,  64, 64, 64
L -968.2155, -121.7077, 94.6260,  -959.6810, -121.6691, 94.6260,  64, 64, 64
L -968.1059, -127.6250, 94.6260,  -968.2155, -121.7077, 94.6260,  64, 64, 64
L -1015.8681, -127.6250, 94.6260,  -968.1059, -127.6250, 94.6260,  64, 64, 64
L -1015.9153, -121.6817, 94.6260,  -1015.8681, -127.6250, 94.6260,  64, 64, 64
L -1024.1005, -121.6286, 94.6260,  -1015.9153, -121.6817, 94.6260,  64, 64, 64
L -1024.1060, -127.6250, 94.6260,  -1024.1005, -121.6286, 94.6260,  64, 64, 64
L -1087.8444, -127.6250, 94.6260,  -1024.1060, -127.6250, 94.6260,  64, 64, 64
L -1119.6250, -95.7853, 94.6260,  -1087.8444, -127.6250, 94.6260,  64, 64, 64
L -1119.6249, -32.2997, 94.6260,  -1119.6250, -95.7853, 94.6260,  64, 64, 64
L -1113.5916, -32.2291, 94.6260,  -1119.6249, -32.2997, 94.6260,  64, 64, 64
L -1113.6810, -23.8990, 94.6260,  -1113.5916, -32.2291, 94.6260,  64, 64, 64
L -1119.6250, -23.8934, 94.6260,  -1113.6810, -23.8990, 94.6260,  64, 64, 64
L -1119.6250, 23.8947, 94.6280,  -1119.6250, -23.8934, 94.6260,  64, 64, 64
L -1113.8344, 23.9436, 94.6260,  -1119.6250, 23.8947, 94.6280,  64, 64, 64
L -1113.7000, 32.1970, 94.6260,  -1113.8344, 23.9436, 94.6260,  64, 64, 64
L -1119.6250, 32.1062, 94.6260,  -1113.7000, 32.1970, 94.6260,  64, 64, 64
L -1119.6250, 95.8443, 94.6260,  -1119.6250, 32.1062, 94.6260,  64, 64, 64
L -1087.8444, 127.6251, 94.6260,  -1119.6250, 95.8443, 94.6260,  64, 64, 64
L -1024.1014, 127.6250, 94.6342,  -1087.8444, 127.6251, 94.6260,  64, 64, 64
L -1024.1412, 121.7853, 94.6260,  -1024.1014, 127.6250, 94.6342,  64, 64, 64
L -1024.8940, 121.7853, 94.6260,  -1024.1412, 121.7853, 94.6260,  64, 64, 64
L -1015.9210, 121.9171, 94.6260,  -1024.8940, 121.7853, 94.6260,  64, 64, 64
L -1015.9492, 127.6250, 94.7369,  -1015.9210, 121.9171, 94.6260,  64, 64, 64
L -968.9950, 127.6250, 94.6384,  -1015.9492, 127.6250, 94.7369,  64, 64, 64
L -968.9410, 121.7022, 94.6260,  -968.9950, 127.6250, 94.6384,  64, 64, 64
L -959.9030, 121.6924, 94.6260,  -968.9410, 121.7022, 94.6260,  64, 64, 64
L -959.8935, 127.6250, 94.6260,  -959.9030, 121.6924, 94.6260,  64, 64, 64
L -912.6598, 127.6250, 94.6260,  -959.8935, 127.6250, 94.6260,  64, 64, 64
L -885.6250, 127.6250, 66.6260,  -885.6250, 106.3750, 66.6260,  64, 64, 64
L -887.6250, 106.3747, 68.6260,  -887.6250, 127.6250, 68.6260,  64, 64, 64
L -889.6250, 127.6250, 70.6260,  -889.6250, 106.3750, 70.6260,  64, 64, 64
L -891.6250, 106.3747, 72.6260,  -891.6250, 127.6250, 72.6260,  64, 64, 64
L -893.6250, 127.6250, 74.6260,  -893.6250, 106.3750, 74.6260,  64, 64, 64
L -895.6250, 106.3750, 76.6260,  -895.6250, 127.6250, 76.6260,  64, 64, 64
L -897.6250, 127.6250, 78.6260,  -897.6250, 106.3750, 78.6260,  64, 64, 64
L -899.6250, 106.3747, 80.6260,  -899.6250, 127.6250, 80.6260,  64, 64, 64
L -901.6250, 127.6250, 82.6260,  -901.6250, 106.3750, 82.6260,  64, 64, 64
L -903.6250, 106.3747, 84.6260,  -903.6250, 127.6250, 84.6260,  64, 64, 64
L -905.6249, 127.6250, 86.6260,  -905.6250, 106.3750, 86.6260,  64, 64, 64
L -907.6250, 106.3747, 88.6260,  -907.6250, 127.6250, 88.6260,  64, 64, 64
L -909.6250, 127.6250, 90.6260,  -909.6250, 106.3750, 90.6260,  64, 64, 64
L -911.6249, 106.3750, 92.6260,  -911.6249, 127.6250, 92.6260,  64, 64, 64
L -913.5498, 106.3750, 94.6260,  -883.6250, 106.3747, 64.6260,  64, 64, 64
L -913.9094, 127.6250, 94.6260,  -883.6250, 127.6250, 64.6260,  64, 64, 64
L -929.7500, 34.2817, 64.6260,  -940.4827, 45.7289, 64.6260,  64, 64, 64
L -929.6250, 33.9260, 64.6260,  -929.7500, 34.2817, 64.6260,  64, 64, 64
L -929.6250, 16.3749, 64.6260,  -929.6250, 33.9260, 64.6260,  64, 64, 64
L -899.8527, 16.3446, 64.6260,  -929.6250, 16.3749, 64.6260,  64, 64, 64
L -899.6281, 16.4860, 64.6260,  -899.8527, 16.3446, 64.6260,  64, 64, 64
L -899.6250, 15.5480, 64.6260,  -899.6281, 16.4860, 64.6260,  64, 64, 64
L -899.6250, -15.7538, 64.6260,  -899.6250, 15.5480, 64.6260,  64, 64, 64
L -899.6250, -16.1900, 64.6260,  -899.6250, -15.7538, 64.6260,  64, 64, 64
L -899.9369, -16.3697, 64.6260,  -899.6250, -16.1900, 64.6260,  64, 64, 64
L -929.6250, -16.3750, 64.6260,  -899.9369, -16.3697, 64.6260,  64, 64, 64
L -929.6249, -33.6473, 64.6260,  -929.6250, -16.3750, 64.6260,  64, 64, 64
L -929.7798, -34.3136, 64.6260,  -929.6249, -33.6473, 64.6260,  64, 64, 64
L -959.8541, -66.3455, 64.6260,  -929.7798, -34.3136, 64.6260,  64, 64, 64
L -960.3799, -66.3750, 64.6260,  -959.8541, -66.3455, 64.6260,  64, 64, 64
L -1023.6639, -66.3750, 64.6260,  -960.3799, -66.3750, 64.6260,  64, 64, 64
L -1024.2880, -66.2424, 64.6260,  -1023.6639, -66.3750, 64.6260,  64, 64, 64
L -1056.2435, -34.2867, 64.6260,  -1024.2880, -66.2424, 64.6260,  64, 64, 64
L -1056.3749, -33.8637, 64.6260,  -1056.2435, -34.2867, 64.6260,  64, 64, 64
L -1056.3749, 33.6253, 64.6260,  -1056.3749, -33.8637, 64.6260,  64, 64, 64
L -1056.1925, 34.3376, 64.6260,  -1056.3749, 33.6253, 64.6260,  64, 64, 64
L -1024.3032, 66.2270, 64.6260,  -1056.1925, 34.3376, 64.6260,  64, 64, 64
L -1023.9360, 66.3750, 64.6260,  -1024.3032, 66.2270, 64.6260,  64, 64, 64
L -960.1480, 66.3750, 64.6260,  -1023.9360, 66.3750, 64.6260,  64, 64, 64
L -959.7318, 66.2625, 64.6260,  -960.1480, 66.3750, 64.6260,  64, 64, 64
L -939.6660, 44.2186, 64.6260,  -959.7318, 66.2625, 64.6260,  64, 64, 64
L -784.3744, 127.6250, 64.6260,  -883.6250, 127.6250, 64.6260,  64, 64, 64
L -784.3749, 80.3750, 64.6260,  -784.3744, 127.6250, 64.6260,  64, 64, 64
L -807.9524, 80.3750, 64.6260,  -784.3749, 80.3750, 64.6260,  64, 64, 64
L -808.3721, 80.4638, 64.6260,  -807.9524, 80.3750, 64.6260,  64, 64, 64
L -808.3749, -46.9108, 64.6260,  -808.3721, 80.4638, 64.6260,  64, 64, 64
L -808.2390, -80.2890, 64.6260,  -808.3749, -46.9108, 64.6260,  64, 64, 64
L -808.2530, -80.3739, 64.6260,  -808.2390, -80.2890, 64.6260,  64, 64, 64
L -784.3749, -80.3750, 64.6260,  -808.2530, -80.3739, 64.6260,  64, 64, 64
L -784.3749, -127.6250, 64.6260,  -784.3749, -80.3750, 64.6260,  64, 64, 64
L -883.6250, -127.6250, 64.6260,  -784.3749, -127.6250, 64.6260,  64, 64, 64
L -883.6250, -106.3750, 64.6260,  -883.6250, -127.6250, 64.6260,  64, 64, 64
L -881.9288, -106.3683, 64.6260,  -883.6250, -106.3750, 64.6260,  64, 64, 64
L -881.6268, -106.3730, 64.6260,  -881.9288, -106.3683, 64.6260,  64, 64, 64
L -881.6576, -101.8465, 64.6260,  -881.6268, -106.3730, 64.6260,  64, 64, 64
L -886.2494, -101.7198, 64.6260,  -881.6576, -101.8465, 64.6260,  64, 64, 64
L -886.3749, -101.9941, 64.6260,  -886.2494, -101.7198, 64.6260,  64, 64, 64
L -886.3749, -103.6250, 64.6260,  -886.3749, -101.9941, 64.6260,  64, 64, 64
L -961.6250, -103.6250, 64.6260,  -886.3749, -103.6250, 64.6260,  64, 64, 64
L -961.6250, -80.3696, 64.6260,  -961.6250, -103.6250, 64.6260,  64, 64, 64
L -961.8165, -79.6727, 64.6260,  -961.6250, -80.3696, 64.6260,  64, 64, 64
L -962.1594, -79.6250, 64.6260,  -961.8165, -79.6727, 64.6260,  64, 64, 64
L -965.6644, -79.5942, 64.6260,  -962.1594, -79.6250, 64.6260,  64, 64, 64
L -966.1105, -79.6414, 64.6260,  -965.6644, -79.5942, 64.6260,  64, 64, 64
L -966.3328, -79.8272, 64.6260,  -966.1105, -79.6414, 64.6260,  64, 64, 64
L -966.3749, -80.3550, 64.6260,  -966.3328, -79.8272, 64.6260,  64, 64, 64
L -966.3749, -103.6250, 64.6260,  -966.3749, -80.3550, 64.6260,  64, 64, 64
L -1017.6250, -103.6250, 64.6260,  -966.3749, -103.6250, 64.6260,  64, 64, 64
L -1017.6250, -80.3893, 64.6260,  -1017.6250, -103.6250, 64.6260,  64, 64, 64
L -1017.6906, -79.7877, 64.6260,  -1017.6250, -80.3893, 64.6260,  64, 64, 64
L -1021.3179, -79.4723, 64.6260,  -1017.6906, -79.7877, 64.6260,  64, 64, 64
L -1022.2164, -79.6937, 64.6260,  -1021.3179, -79.4723, 64.6260,  64, 64, 64
L -1022.3750, -80.3850, 64.6260,  -1022.2164, -79.6937, 64.6260,  64, 64, 64
L -1022.3750, -103.6250, 64.6260,  -1022.3750, -80.3850, 64.6260,  64, 64, 64
L -1095.6250, -103.6250, 64.6260,  -1022.3750, -103.6250, 64.6260,  64, 64, 64
L -1095.6250, -30.3750, 64.6260,  -1095.6250, -103.6250, 64.6260,  64, 64, 64
L -1072.3488, -30.3745, 64.6260,  -1095.6250, -30.3750, 64.6260,  64, 64, 64
L -1071.6328, -30.7657, 64.6260,  -1072.3488, -30.3745, 64.6260,  64, 64, 64
L -1071.6250, -29.7174, 64.6260,  -1071.6328, -30.7657, 64.6260,  64, 64, 64
L -1071.6195, -26.3037, 64.6260,  -1071.6250, -29.7174, 64.6260,  64, 64, 64
L -1072.3550, -25.6250, 64.6260,  -1071.6195, -26.3037, 64.6260,  64, 64, 64
L -1072.3755, -25.6250, 64.6260,  -1072.3550, -25.6250, 64.6260,  64, 64, 64
L -1095.6250, -25.6250, 64.6260,  -1072.3755, -25.6250, 64.6260,  64, 64, 64
L -1095.6250, 25.6250, 64.6260,  -1095.6250, -25.6250, 64.6260,  64, 64, 64
L -1072.1626, 25.6250, 64.6260,  -1095.6250, 25.6250, 64.6260,  64, 64, 64
L -1071.7056, 25.7670, 64.6260,  -1072.1626, 25.6250, 64.6260,  64, 64, 64
L -1071.5824, 29.6284, 64.6260,  -1071.7056, 25.7670, 64.6260,  64, 64, 64
L -1071.8043, 30.3201, 64.6260,  -1071.5824, 29.6284, 64.6260,  64, 64, 64
L -1072.2662, 30.3750, 64.6260,  -1071.8043, 30.3201, 64.6260,  64, 64, 64
L -1095.6250, 30.3750, 64.6260,  -1072.2662, 30.3750, 64.6260,  64, 64, 64
L -1095.6250, 103.6250, 64.6260,  -1095.6250, 30.3750, 64.6260,  64, 64, 64
L -1022.3749, 103.6250, 64.6260,  -1095.6250, 103.6250, 64.6260,  64, 64, 64
L -1022.3740, 80.4163, 64.6260,  -1022.3749, 103.6250, 64.6260,  64, 64, 64
L -1022.4107, 79.6273, 64.6260,  -1022.3740, 80.4163, 64.6260,  64, 64, 64
L -1021.8033, 79.6250, 64.6260,  -1022.4107, 79.6273, 64.6260,  64, 64, 64
L -1021.7187, 79.6250, 64.6260,  -1021.8033, 79.6250, 64.6260,  64, 64, 64
L -1018.6698, 79.6239, 64.6260,  -1021.7187, 79.6250, 64.6260,  64, 64, 64
L -1017.6363, 79.9077, 64.6260,  -1018.6698, 79.6239, 64.6260,  64, 64, 64
L -1017.6250, 80.3520, 64.6260,  -1017.6363, 79.9077, 64.6260,  64, 64, 64
L -1017.6250, 103.6250, 64.6260,  -1017.6250, 80.3520, 64.6260,  64, 64, 64
L -966.3749, 103.6250, 64.6260,  -1017.6250, 103.6250, 64.6260,  64, 64, 64
L -966.3736, 80.3579, 64.6260,  -966.3749, 103.6250, 64.6260,  64, 64, 64
L -966.3324, 79.8264, 64.6260,  -966.3736, 80.3579, 64.6260,  64, 64, 64
L -965.8364, 79.6250, 64.6260,  -966.3324, 79.8264, 64.6260,  64, 64, 64
L -962.4048, 79.6196, 64.6260,  -965.8364, 79.6250, 64.6260,  64, 64, 64
L -961.6268, 79.9611, 64.6260,  -962.4048, 79.6196, 64.6260,  64, 64, 64
L -961.6250, 80.3413, 64.6260,  -961.6268, 79.9611, 64.6260,  64, 64, 64
L -961.6250, 103.6250, 64.6260,  -961.6250, 80.3413, 64.6260,  64, 64, 64
L -886.3740, 103.6250, 64.6260,  -961.6250, 103.6250, 64.6260,  64, 64, 64
L -886.3776, 102.1209, 64.6260,  -886.3740, 103.6250, 64.6260,  64, 64, 64
L -886.4990, 101.6282, 64.6260,  -886.3776, 102.1209, 64.6260,  64, 64, 64
L -882.9460, 101.5922, 64.6260,  -886.4990, 101.6282, 64.6260,  64, 64, 64
L -881.6298, 101.9402, 64.6260,  -882.9460, 101.5922, 64.6260,  64, 64, 64
L -881.6250, 105.9462, 64.6260,  -881.6298, 101.9402, 64.6260,  64, 64, 64
L -881.9415, 106.3704, 64.6260,  -881.6250, 105.9462, 64.6260,  64, 64, 64
L -883.6250, 106.3750, 64.6260,  -881.9415, 106.3704, 64.6260,  64, 64, 64
L -883.6250, 127.6250, 64.6260,  -883.6250, 106.3750, 64.6260,  64, 64, 64
L -847.6249, 59.7736, 64.6260,  -847.6249, 51.6250, 64.6260,  64, 64, 64
L -847.9859, 60.3746, 64.6260,  -847.6249, 59.7736, 64.6260,  64, 64, 64
L -904.2019, 60.3158, 64.6260,  -847.9859, 60.3746, 64.6260,  64, 64, 64
L -904.3740, 60.2209, 64.6260,  -904.2019, 60.3158, 64.6260,  64, 64, 64
L -904.3351, 31.8311, 64.6260,  -904.3740, 60.2209, 64.6260,  64, 64, 64
L -904.1114, 31.6417, 64.6260,  -904.3351, 31.8311, 64.6260,  64, 64, 64
L -847.7450, 31.7244, 64.6260,  -904.1114, 31.6417, 64.6260,  64, 64, 64
